[WARNING][1;31m Indexing parameters (-k, -w or -H) overridden by parameters used in the prebuilt index.[0m
[M::main::0.019*1.62] loaded/built the index for 1 target sequence(s)
[M::mm_mapopt_update::0.020*1.60] mid_occ = 1000
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 1
[M::mm_idx_stat::0.020*1.56] distinct minimizers: 5587 (99.93% are singletons); average occurrences: 1.004; average spacing: 5.332; total length: 29903
[M::worker_pipeline::2199.774*0.01] mapped 500880 sequences
[M::worker_pipeline::2202.425*0.02] mapped 500880 sequences
[M::worker_pipeline::2205.132*0.03] mapped 500875 sequences
[M::worker_pipeline::2207.590*0.03] mapped 500907 sequences
[M::worker_pipeline::2210.427*0.04] mapped 500908 sequences
[M::worker_pipeline::2212.978*0.05] mapped 500905 sequences
[M::worker_pipeline::2215.230*0.05] mapped 500922 sequences
[M::worker_pipeline::2217.537*0.06] mapped 500912 sequences
[M::worker_pipeline::2219.738*0.07] mapped 500896 sequences
[M::worker_pipeline::2222.124*0.07] mapped 500917 sequences
[M::worker_pipeline::2224.737*0.08] mapped 500896 sequences
[M::worker_pipeline::2226.655*0.08] mapped 500913 sequences
[M::worker_pipeline::2229.170*0.09] mapped 500905 sequences
[M::worker_pipeline::2231.567*0.10] mapped 500915 sequences
[M::worker_pipeline::2233.632*0.10] mapped 500896 sequences
[M::worker_pipeline::2236.109*0.11] mapped 500907 sequences
[M::worker_pipeline::2238.915*0.12] mapped 500905 sequences
[M::worker_pipeline::2240.903*0.12] mapped 500919 sequences
[M::worker_pipeline::2243.300*0.13] mapped 500899 sequences
[M::worker_pipeline::2245.711*0.13] mapped 500900 sequences
[M::worker_pipeline::2247.846*0.14] mapped 500904 sequences
[M::worker_pipeline::2250.271*0.15] mapped 500900 sequences
[M::worker_pipeline::2252.690*0.15] mapped 500909 sequences
[M::worker_pipeline::2254.796*0.16] mapped 500886 sequences
[M::worker_pipeline::2257.429*0.16] mapped 500901 sequences
[M::worker_pipeline::2259.939*0.17] mapped 500920 sequences
[M::worker_pipeline::2262.092*0.18] mapped 500881 sequences
[M::worker_pipeline::2264.602*0.18] mapped 500901 sequences
[M::worker_pipeline::2267.046*0.19] mapped 500908 sequences
[M::worker_pipeline::2269.796*0.20] mapped 500897 sequences
[M::worker_pipeline::2272.944*0.20] mapped 500886 sequences
[M::worker_pipeline::2315.146*0.21] mapped 500900 sequences
[M::worker_pipeline::2316.906*0.21] mapped 500906 sequences
[M::worker_pipeline::2319.070*0.22] mapped 500898 sequences
[M::worker_pipeline::2321.211*0.22] mapped 500885 sequences
[M::worker_pipeline::2323.718*0.23] mapped 500882 sequences
[M::worker_pipeline::2325.835*0.23] mapped 500897 sequences
[M::worker_pipeline::2328.115*0.24] mapped 500884 sequences
[M::worker_pipeline::2330.470*0.24] mapped 500877 sequences
[M::worker_pipeline::2332.923*0.25] mapped 500863 sequences
[M::worker_pipeline::2335.251*0.26] mapped 500881 sequences
[M::worker_pipeline::2337.420*0.26] mapped 500889 sequences
[M::worker_pipeline::2339.928*0.27] mapped 500911 sequences
[M::worker_pipeline::2342.359*0.28] mapped 500903 sequences
[M::worker_pipeline::2344.702*0.28] mapped 500890 sequences
[M::worker_pipeline::2347.176*0.29] mapped 500898 sequences
[M::worker_pipeline::2349.462*0.29] mapped 500909 sequences
[M::worker_pipeline::2351.618*0.30] mapped 500884 sequences
[M::worker_pipeline::2354.166*0.31] mapped 500886 sequences
[M::worker_pipeline::2356.527*0.31] mapped 500898 sequences
[M::worker_pipeline::2358.801*0.32] mapped 500901 sequences
[M::worker_pipeline::2361.496*0.33] mapped 500895 sequences
[M::worker_pipeline::2363.917*0.33] mapped 500879 sequences
[M::worker_pipeline::2366.276*0.34] mapped 500893 sequences
[M::worker_pipeline::2368.852*0.34] mapped 500901 sequences
[M::worker_pipeline::2371.411*0.35] mapped 500904 sequences
[M::worker_pipeline::2373.643*0.36] mapped 500881 sequences
[M::worker_pipeline::2376.033*0.36] mapped 500887 sequences
[M::worker_pipeline::2378.517*0.37] mapped 500907 sequences
[M::worker_pipeline::2380.788*0.37] mapped 500891 sequences
[M::worker_pipeline::2384.861*0.38] mapped 500876 sequences
[M::worker_pipeline::2387.132*0.39] mapped 500892 sequences
[M::worker_pipeline::2389.539*0.39] mapped 500891 sequences
[M::worker_pipeline::2432.531*0.40] mapped 500892 sequences
[M::worker_pipeline::2434.519*0.40] mapped 500869 sequences
[M::worker_pipeline::2436.574*0.40] mapped 500898 sequences
[M::worker_pipeline::2439.038*0.41] mapped 500888 sequences
[M::worker_pipeline::2441.437*0.42] mapped 500888 sequences
[M::worker_pipeline::2443.587*0.42] mapped 500881 sequences
[M::worker_pipeline::2446.313*0.43] mapped 500889 sequences
[M::worker_pipeline::2448.671*0.43] mapped 500899 sequences
[M::worker_pipeline::2451.107*0.44] mapped 500878 sequences
[M::worker_pipeline::2453.528*0.44] mapped 500872 sequences
[M::worker_pipeline::2455.334*0.45] mapped 500886 sequences
[M::worker_pipeline::2456.407*0.45] mapped 414319 sequences
[M::main] Version: 2.24-r1122
[M::main] CMD: minimap2 --sam-hit-only -t 6 -a -x sr data/ref/NC_045512.2.fas.mmi /dev/fd/63
[M::main] Real time: 2456.519 sec; CPU: 1100.703 sec; Peak RSS: 0.621 GB
