[2022-08-21 09:28:26] Executing SamBamViz v0.0.9
[2022-08-21 10:32:23] Parsed 25600000 reads...
[2022-08-21 10:32:30] Parsed 25650000 reads...
[2022-08-21 10:32:38] Parsed 25700000 reads...
[2022-08-21 10:32:45] Parsed 25750000 reads...
[2022-08-21 10:32:53] Parsed 25800000 reads...
[2022-08-21 10:33:00] Parsed 25850000 reads...
[2022-08-21 10:33:08] Parsed 25900000 reads...
[2022-08-21 10:33:16] Parsed 25950000 reads...
[2022-08-21 10:33:22] Parsed 26000000 reads...
[2022-08-21 10:33:30] Parsed 26050000 reads...
[2022-08-21 10:33:37] Parsed 26100000 reads...
[2022-08-21 10:33:45] Parsed 26150000 reads...
[2022-08-21 10:33:52] Parsed 26200000 reads...
[2022-08-21 10:33:59] Parsed 26250000 reads...
[2022-08-21 10:34:07] Parsed 26300000 reads...
[2022-08-21 10:34:14] Parsed 26350000 reads...
[2022-08-21 10:34:22] Parsed 26400000 reads...
[2022-08-21 10:34:30] Parsed 26450000 reads...
[2022-08-21 10:34:37] Parsed 26500000 reads...
[2022-08-21 10:34:45] Parsed 26550000 reads...
[2022-08-21 10:34:52] Parsed 26600000 reads...
[2022-08-21 10:34:59] Parsed 26650000 reads...
[2022-08-21 10:35:07] Parsed 26700000 reads...
[2022-08-21 10:35:13] Parsed 26750000 reads...
[2022-08-21 10:35:20] Parsed 26800000 reads...
[2022-08-21 10:35:28] Parsed 26850000 reads...
[2022-08-21 10:35:35] Parsed 26900000 reads...
[2022-08-21 10:35:43] Parsed 26950000 reads...
[2022-08-21 10:35:50] Parsed 27000000 reads...
[2022-08-21 10:35:58] Parsed 27050000 reads...
[2022-08-21 10:36:06] Parsed 27100000 reads...
[2022-08-21 10:36:13] Parsed 27150000 reads...
[2022-08-21 10:36:21] Parsed 27200000 reads...
[2022-08-21 10:36:28] Parsed 27250000 reads...
[2022-08-21 10:36:35] Parsed 27300000 reads...
[2022-08-21 10:36:43] Parsed 27350000 reads...
[2022-08-21 10:36:50] Parsed 27400000 reads...
[2022-08-21 10:36:58] Parsed 27450000 reads...
[2022-08-21 10:37:05] Parsed 27500000 reads...
[2022-08-21 10:37:13] Parsed 27550000 reads...
[2022-08-21 10:37:20] Parsed 27600000 reads...
[2022-08-21 10:37:27] Parsed 27650000 reads...
[2022-08-21 10:37:35] Parsed 27700000 reads...
[2022-08-21 10:37:42] Parsed 27750000 reads...
[2022-08-21 10:37:50] Parsed 27800000 reads...
[2022-08-21 10:37:57] Parsed 27850000 reads...
[2022-08-21 10:38:05] Parsed 27900000 reads...
[2022-08-21 10:38:12] Parsed 27950000 reads...
[2022-08-21 10:38:20] Parsed 28000000 reads...
[2022-08-21 10:38:27] Parsed 28050000 reads...
[2022-08-21 10:38:34] Parsed 28100000 reads...
[2022-08-21 10:38:42] Parsed 28150000 reads...
[2022-08-21 10:38:49] Parsed 28200000 reads...
[2022-08-21 10:38:57] Parsed 28250000 reads...
[2022-08-21 10:39:04] Parsed 28300000 reads...
[2022-08-21 10:39:12] Parsed 28350000 reads...
[2022-08-21 10:39:20] Parsed 28400000 reads...
[2022-08-21 10:39:27] Parsed 28450000 reads...
[2022-08-21 10:39:34] Parsed 28500000 reads...
[2022-08-21 10:39:41] Parsed 28550000 reads...
[2022-08-21 10:39:49] Parsed 28600000 reads...
[2022-08-21 10:39:56] Parsed 28650000 reads...
[2022-08-21 10:40:04] Parsed 28700000 reads...
[2022-08-21 10:40:12] Parsed 28750000 reads...
[2022-08-21 10:40:20] Parsed 28800000 reads...
[2022-08-21 10:40:27] Parsed 28850000 reads...
[2022-08-21 10:40:34] Parsed 28900000 reads...
[2022-08-21 10:40:42] Parsed 28950000 reads...
[2022-08-21 10:40:50] Parsed 29000000 reads...
[2022-08-21 10:40:57] Parsed 29050000 reads...
[2022-08-21 10:41:05] Parsed 29100000 reads...
[2022-08-21 10:41:12] Parsed 29150000 reads...
[2022-08-21 10:41:19] Parsed 29200000 reads...
[2022-08-21 10:41:27] Parsed 29250000 reads...
[2022-08-21 10:41:34] Parsed 29300000 reads...
[2022-08-21 10:41:42] Parsed 29350000 reads...
[2022-08-21 10:41:49] Parsed 29400000 reads...
[2022-08-21 10:41:57] Parsed 29450000 reads...
[2022-08-21 10:42:05] Parsed 29500000 reads...
[2022-08-21 10:42:10] Finished parsing input file
[2022-08-21 10:42:10] - Number of reads: 29541869
[2022-08-21 10:42:10]   - Unmapped: 0
[2022-08-21 10:42:10]   - Mapped: 29541869
[2022-08-21 10:42:11] - Average raw (unclipped) read length: 99.17105810062323
[2022-08-21 10:42:11]   - Unmapped: N/A
[2022-08-21 10:42:11]   - Mapped: 99.17105810062323
[2022-08-21 10:42:11] - Average clipped read length: 96.56076722837001
[2022-08-21 10:42:11]   - Unmapped: N/A
[2022-08-21 10:42:11]   - Mapped: 96.56076722837001
[2022-08-21 10:42:11] - Average insert size: N/A
[2022-08-21 10:42:11] - Average coverage: 93058.53786992142
[2022-08-21 10:42:11] Writing nucleotide counts...
[2022-08-21 10:42:11] Finished writing nucleotide counts
