[2022-08-21 09:28:26] Executing SamBamViz v0.0.9
[2022-08-21 09:34:28] Parsed 2450000 reads...
[2022-08-21 09:34:36] Parsed 2500000 reads...
[2022-08-21 09:34:43] Parsed 2550000 reads...
[2022-08-21 09:34:51] Parsed 2600000 reads...
[2022-08-21 09:34:58] Parsed 2650000 reads...
[2022-08-21 09:35:06] Parsed 2700000 reads...
[2022-08-21 09:35:13] Parsed 2750000 reads...
[2022-08-21 09:35:21] Parsed 2800000 reads...
[2022-08-21 09:35:28] Parsed 2850000 reads...
[2022-08-21 09:35:36] Parsed 2900000 reads...
[2022-08-21 09:35:43] Parsed 2950000 reads...
[2022-08-21 09:35:51] Parsed 3000000 reads...
[2022-08-21 09:35:58] Parsed 3050000 reads...
[2022-08-21 09:36:06] Parsed 3100000 reads...
[2022-08-21 09:36:13] Parsed 3150000 reads...
[2022-08-21 09:36:21] Parsed 3200000 reads...
[2022-08-21 09:36:28] Parsed 3250000 reads...
[2022-08-21 09:36:36] Parsed 3300000 reads...
[2022-08-21 09:36:43] Parsed 3350000 reads...
[2022-08-21 09:36:51] Parsed 3400000 reads...
[2022-08-21 09:36:59] Parsed 3450000 reads...
[2022-08-21 09:37:06] Parsed 3500000 reads...
[2022-08-21 09:37:13] Parsed 3550000 reads...
[2022-08-21 09:37:21] Parsed 3600000 reads...
[2022-08-21 09:37:28] Parsed 3650000 reads...
[2022-08-21 09:37:36] Parsed 3700000 reads...
[2022-08-21 09:37:43] Parsed 3750000 reads...
[2022-08-21 09:37:51] Parsed 3800000 reads...
[2022-08-21 09:37:58] Parsed 3850000 reads...
[2022-08-21 09:38:06] Parsed 3900000 reads...
[2022-08-21 09:38:13] Parsed 3950000 reads...
[2022-08-21 09:38:21] Parsed 4000000 reads...
[2022-08-21 09:38:29] Parsed 4050000 reads...
[2022-08-21 09:38:36] Parsed 4100000 reads...
[2022-08-21 09:38:44] Parsed 4150000 reads...
[2022-08-21 09:38:51] Parsed 4200000 reads...
[2022-08-21 09:38:58] Parsed 4250000 reads...
[2022-08-21 09:39:06] Parsed 4300000 reads...
[2022-08-21 09:39:13] Parsed 4350000 reads...
[2022-08-21 09:39:21] Parsed 4400000 reads...
[2022-08-21 09:39:29] Parsed 4450000 reads...
[2022-08-21 09:39:36] Parsed 4500000 reads...
[2022-08-21 09:39:44] Parsed 4550000 reads...
[2022-08-21 09:39:51] Parsed 4600000 reads...
[2022-08-21 09:39:59] Parsed 4650000 reads...
[2022-08-21 09:40:06] Parsed 4700000 reads...
[2022-08-21 09:40:14] Parsed 4750000 reads...
[2022-08-21 09:40:21] Parsed 4800000 reads...
[2022-08-21 09:40:29] Parsed 4850000 reads...
[2022-08-21 09:40:37] Parsed 4900000 reads...
[2022-08-21 09:40:45] Parsed 4950000 reads...
[2022-08-21 09:40:52] Parsed 5000000 reads...
[2022-08-21 09:41:00] Parsed 5050000 reads...
[2022-08-21 09:41:08] Parsed 5100000 reads...
[2022-08-21 09:41:15] Parsed 5150000 reads...
[2022-08-21 09:41:23] Parsed 5200000 reads...
[2022-08-21 09:41:30] Parsed 5250000 reads...
[2022-08-21 09:41:37] Parsed 5300000 reads...
[2022-08-21 09:41:45] Parsed 5350000 reads...
[2022-08-21 09:41:52] Parsed 5400000 reads...
[2022-08-21 09:42:00] Parsed 5450000 reads...
[2022-08-21 09:42:07] Parsed 5500000 reads...
[2022-08-21 09:42:15] Parsed 5550000 reads...
[2022-08-21 09:42:22] Parsed 5600000 reads...
[2022-08-21 09:42:30] Parsed 5650000 reads...
[2022-08-21 09:42:37] Parsed 5700000 reads...
[2022-08-21 09:42:45] Parsed 5750000 reads...
[2022-08-21 09:42:52] Parsed 5800000 reads...
[2022-08-21 09:42:59] Parsed 5850000 reads...
[2022-08-21 09:43:07] Parsed 5900000 reads...
[2022-08-21 09:43:15] Parsed 5950000 reads...
[2022-08-21 09:43:22] Parsed 6000000 reads...
[2022-08-21 09:43:30] Parsed 6050000 reads...
[2022-08-21 09:43:37] Parsed 6100000 reads...
[2022-08-21 09:43:45] Parsed 6150000 reads...
[2022-08-21 09:43:52] Parsed 6200000 reads...
[2022-08-21 09:44:00] Parsed 6250000 reads...
[2022-08-21 09:44:07] Parsed 6300000 reads...
[2022-08-21 09:44:15] Parsed 6350000 reads...
[2022-08-21 09:44:23] Parsed 6400000 reads...
[2022-08-21 09:44:30] Parsed 6450000 reads...
[2022-08-21 09:44:37] Parsed 6500000 reads...
[2022-08-21 09:44:45] Parsed 6550000 reads...
[2022-08-21 09:44:52] Parsed 6600000 reads...
[2022-08-21 09:45:00] Parsed 6650000 reads...
[2022-08-21 09:45:07] Parsed 6700000 reads...
[2022-08-21 09:45:14] Parsed 6750000 reads...
[2022-08-21 09:45:22] Parsed 6800000 reads...
[2022-08-21 09:45:30] Parsed 6850000 reads...
[2022-08-21 09:45:37] Parsed 6900000 reads...
[2022-08-21 09:45:44] Parsed 6950000 reads...
[2022-08-21 09:45:52] Parsed 7000000 reads...
[2022-08-21 09:46:00] Parsed 7050000 reads...
[2022-08-21 09:46:07] Parsed 7100000 reads...
[2022-08-21 09:46:15] Parsed 7150000 reads...
[2022-08-21 09:46:22] Parsed 7200000 reads...
[2022-08-21 09:46:30] Parsed 7250000 reads...
[2022-08-21 09:46:37] Parsed 7300000 reads...
[2022-08-21 09:46:45] Parsed 7350000 reads...
[2022-08-21 09:46:52] Parsed 7400000 reads...
[2022-08-21 09:46:59] Parsed 7450000 reads...
[2022-08-21 09:47:07] Parsed 7500000 reads...
[2022-08-21 09:47:14] Parsed 7550000 reads...
[2022-08-21 09:47:22] Parsed 7600000 reads...
[2022-08-21 09:47:29] Parsed 7650000 reads...
[2022-08-21 09:47:37] Parsed 7700000 reads...
[2022-08-21 09:47:45] Parsed 7750000 reads...
[2022-08-21 09:47:52] Parsed 7800000 reads...
[2022-08-21 09:48:00] Parsed 7850000 reads...
[2022-08-21 09:48:07] Parsed 7900000 reads...
[2022-08-21 09:48:15] Parsed 7950000 reads...
[2022-08-21 09:48:24] Parsed 8000000 reads...
[2022-08-21 09:48:32] Parsed 8050000 reads...
[2022-08-21 09:48:40] Parsed 8100000 reads...
[2022-08-21 09:48:47] Parsed 8150000 reads...
[2022-08-21 09:48:55] Parsed 8200000 reads...
[2022-08-21 09:49:02] Parsed 8250000 reads...
[2022-08-21 09:49:10] Parsed 8300000 reads...
[2022-08-21 09:49:17] Parsed 8350000 reads...
[2022-08-21 09:49:24] Parsed 8400000 reads...
[2022-08-21 09:49:32] Parsed 8450000 reads...
[2022-08-21 09:49:39] Parsed 8500000 reads...
[2022-08-21 09:49:47] Parsed 8550000 reads...
[2022-08-21 09:49:54] Parsed 8600000 reads...
[2022-08-21 09:50:02] Parsed 8650000 reads...
[2022-08-21 09:50:10] Parsed 8700000 reads...
[2022-08-21 09:50:17] Parsed 8750000 reads...
[2022-08-21 09:50:25] Parsed 8800000 reads...
[2022-08-21 09:50:32] Parsed 8850000 reads...
[2022-08-21 09:50:40] Parsed 8900000 reads...
[2022-08-21 09:50:47] Parsed 8950000 reads...
[2022-08-21 09:50:54] Parsed 9000000 reads...
[2022-08-21 09:51:02] Parsed 9050000 reads...
[2022-08-21 09:51:09] Parsed 9100000 reads...
[2022-08-21 09:51:16] Parsed 9150000 reads...
[2022-08-21 09:51:24] Parsed 9200000 reads...
[2022-08-21 09:51:31] Parsed 9250000 reads...
[2022-08-21 09:51:39] Parsed 9300000 reads...
[2022-08-21 09:51:46] Parsed 9350000 reads...
[2022-08-21 09:51:54] Parsed 9400000 reads...
[2022-08-21 09:52:01] Parsed 9450000 reads...
[2022-08-21 09:52:08] Parsed 9500000 reads...
[2022-08-21 09:52:16] Parsed 9550000 reads...
[2022-08-21 09:52:23] Parsed 9600000 reads...
[2022-08-21 09:52:31] Parsed 9650000 reads...
[2022-08-21 09:52:38] Parsed 9700000 reads...
[2022-08-21 09:52:46] Parsed 9750000 reads...
[2022-08-21 09:52:53] Parsed 9800000 reads...
[2022-08-21 09:53:00] Parsed 9850000 reads...
[2022-08-21 09:53:08] Parsed 9900000 reads...
[2022-08-21 09:53:16] Parsed 9950000 reads...
[2022-08-21 09:53:23] Parsed 10000000 reads...
[2022-08-21 09:53:31] Parsed 10050000 reads...
[2022-08-21 09:53:38] Parsed 10100000 reads...
[2022-08-21 09:53:46] Parsed 10150000 reads...
[2022-08-21 09:53:54] Parsed 10200000 reads...
[2022-08-21 09:54:01] Parsed 10250000 reads...
[2022-08-21 09:54:08] Parsed 10300000 reads...
[2022-08-21 09:54:16] Parsed 10350000 reads...
[2022-08-21 09:54:23] Parsed 10400000 reads...
[2022-08-21 09:54:31] Parsed 10450000 reads...
[2022-08-21 09:54:38] Parsed 10500000 reads...
[2022-08-21 09:54:46] Parsed 10550000 reads...
[2022-08-21 09:54:53] Parsed 10600000 reads...
[2022-08-21 09:55:01] Parsed 10650000 reads...
[2022-08-21 09:55:08] Parsed 10700000 reads...
[2022-08-21 09:55:15] Parsed 10750000 reads...
[2022-08-21 09:55:23] Parsed 10800000 reads...
[2022-08-21 09:55:30] Parsed 10850000 reads...
[2022-08-21 09:55:38] Parsed 10900000 reads...
[2022-08-21 09:55:45] Parsed 10950000 reads...
[2022-08-21 09:55:52] Parsed 11000000 reads...
[2022-08-21 09:56:00] Parsed 11050000 reads...
[2022-08-21 09:56:07] Parsed 11100000 reads...
[2022-08-21 09:56:15] Parsed 11150000 reads...
[2022-08-21 09:56:22] Parsed 11200000 reads...
[2022-08-21 09:56:30] Parsed 11250000 reads...
[2022-08-21 09:56:37] Parsed 11300000 reads...
[2022-08-21 09:56:44] Parsed 11350000 reads...
[2022-08-21 09:56:52] Parsed 11400000 reads...
[2022-08-21 09:56:59] Parsed 11450000 reads...
[2022-08-21 09:57:06] Parsed 11500000 reads...
[2022-08-21 09:57:14] Parsed 11550000 reads...
[2022-08-21 09:57:22] Parsed 11600000 reads...
[2022-08-21 09:57:30] Parsed 11650000 reads...
[2022-08-21 09:57:37] Parsed 11700000 reads...
[2022-08-21 09:57:44] Parsed 11750000 reads...
[2022-08-21 09:57:52] Parsed 11800000 reads...
[2022-08-21 09:58:00] Parsed 11850000 reads...
[2022-08-21 09:58:08] Parsed 11900000 reads...
[2022-08-21 09:58:16] Parsed 11950000 reads...
[2022-08-21 09:58:23] Parsed 12000000 reads...
[2022-08-21 09:58:31] Parsed 12050000 reads...
[2022-08-21 09:58:38] Parsed 12100000 reads...
[2022-08-21 09:58:46] Parsed 12150000 reads...
[2022-08-21 09:58:54] Parsed 12200000 reads...
[2022-08-21 09:59:01] Parsed 12250000 reads...
[2022-08-21 09:59:09] Parsed 12300000 reads...
[2022-08-21 09:59:16] Parsed 12350000 reads...
[2022-08-21 09:59:24] Parsed 12400000 reads...
[2022-08-21 09:59:31] Parsed 12450000 reads...
[2022-08-21 09:59:39] Parsed 12500000 reads...
[2022-08-21 09:59:46] Parsed 12550000 reads...
[2022-08-21 09:59:53] Parsed 12600000 reads...
[2022-08-21 10:00:01] Parsed 12650000 reads...
[2022-08-21 10:00:09] Parsed 12700000 reads...
[2022-08-21 10:00:16] Parsed 12750000 reads...
[2022-08-21 10:00:23] Parsed 12800000 reads...
[2022-08-21 10:00:30] Parsed 12850000 reads...
[2022-08-21 10:00:38] Parsed 12900000 reads...
[2022-08-21 10:00:46] Parsed 12950000 reads...
[2022-08-21 10:00:53] Parsed 13000000 reads...
[2022-08-21 10:01:02] Parsed 13050000 reads...
[2022-08-21 10:01:09] Parsed 13100000 reads...
[2022-08-21 10:01:16] Parsed 13150000 reads...
[2022-08-21 10:01:23] Parsed 13200000 reads...
[2022-08-21 10:01:30] Parsed 13250000 reads...
[2022-08-21 10:01:37] Parsed 13300000 reads...
[2022-08-21 10:01:45] Parsed 13350000 reads...
[2022-08-21 10:01:52] Parsed 13400000 reads...
[2022-08-21 10:02:00] Parsed 13450000 reads...
[2022-08-21 10:02:07] Parsed 13500000 reads...
[2022-08-21 10:02:15] Parsed 13550000 reads...
[2022-08-21 10:02:22] Parsed 13600000 reads...
[2022-08-21 10:02:30] Parsed 13650000 reads...
[2022-08-21 10:02:37] Parsed 13700000 reads...
[2022-08-21 10:02:45] Parsed 13750000 reads...
[2022-08-21 10:02:52] Parsed 13800000 reads...
[2022-08-21 10:03:00] Parsed 13850000 reads...
[2022-08-21 10:03:07] Parsed 13900000 reads...
[2022-08-21 10:03:15] Parsed 13950000 reads...
[2022-08-21 10:03:23] Parsed 14000000 reads...
[2022-08-21 10:03:30] Parsed 14050000 reads...
[2022-08-21 10:03:38] Parsed 14100000 reads...
[2022-08-21 10:03:45] Parsed 14150000 reads...
[2022-08-21 10:03:53] Parsed 14200000 reads...
[2022-08-21 10:04:00] Parsed 14250000 reads...
[2022-08-21 10:04:08] Parsed 14300000 reads...
[2022-08-21 10:04:15] Parsed 14350000 reads...
[2022-08-21 10:04:23] Parsed 14400000 reads...
[2022-08-21 10:04:30] Parsed 14450000 reads...
[2022-08-21 10:04:38] Parsed 14500000 reads...
[2022-08-21 10:04:45] Parsed 14550000 reads...
[2022-08-21 10:04:53] Parsed 14600000 reads...
[2022-08-21 10:05:00] Parsed 14650000 reads...
[2022-08-21 10:05:08] Parsed 14700000 reads...
[2022-08-21 10:05:15] Parsed 14750000 reads...
[2022-08-21 10:05:22] Parsed 14800000 reads...
[2022-08-21 10:05:30] Parsed 14850000 reads...
[2022-08-21 10:05:37] Parsed 14900000 reads...
[2022-08-21 10:05:45] Parsed 14950000 reads...
[2022-08-21 10:05:52] Parsed 15000000 reads...
[2022-08-21 10:05:59] Parsed 15050000 reads...
[2022-08-21 10:06:07] Parsed 15100000 reads...
[2022-08-21 10:06:15] Parsed 15150000 reads...
[2022-08-21 10:06:22] Parsed 15200000 reads...
[2022-08-21 10:06:29] Parsed 15250000 reads...
[2022-08-21 10:06:37] Parsed 15300000 reads...
[2022-08-21 10:06:44] Parsed 15350000 reads...
[2022-08-21 10:06:52] Parsed 15400000 reads...
[2022-08-21 10:06:59] Parsed 15450000 reads...
[2022-08-21 10:07:07] Parsed 15500000 reads...
[2022-08-21 10:07:14] Parsed 15550000 reads...
[2022-08-21 10:07:22] Parsed 15600000 reads...
[2022-08-21 10:07:29] Parsed 15650000 reads...
[2022-08-21 10:07:37] Parsed 15700000 reads...
[2022-08-21 10:07:45] Parsed 15750000 reads...
[2022-08-21 10:07:52] Parsed 15800000 reads...
[2022-08-21 10:07:59] Parsed 15850000 reads...
[2022-08-21 10:08:07] Parsed 15900000 reads...
[2022-08-21 10:08:14] Parsed 15950000 reads...
[2022-08-21 10:08:23] Parsed 16000000 reads...
[2022-08-21 10:08:32] Parsed 16050000 reads...
[2022-08-21 10:08:40] Parsed 16100000 reads...
[2022-08-21 10:08:47] Parsed 16150000 reads...
[2022-08-21 10:08:55] Parsed 16200000 reads...
[2022-08-21 10:09:02] Parsed 16250000 reads...
[2022-08-21 10:09:09] Parsed 16300000 reads...
[2022-08-21 10:09:17] Parsed 16350000 reads...
[2022-08-21 10:09:25] Parsed 16400000 reads...
[2022-08-21 10:09:32] Parsed 16450000 reads...
[2022-08-21 10:09:39] Parsed 16500000 reads...
[2022-08-21 10:09:47] Parsed 16550000 reads...
[2022-08-21 10:09:54] Parsed 16600000 reads...
[2022-08-21 10:10:02] Parsed 16650000 reads...
[2022-08-21 10:10:09] Parsed 16700000 reads...
[2022-08-21 10:10:16] Parsed 16750000 reads...
[2022-08-21 10:10:24] Parsed 16800000 reads...
[2022-08-21 10:10:31] Parsed 16850000 reads...
[2022-08-21 10:10:39] Parsed 16900000 reads...
[2022-08-21 10:10:46] Parsed 16950000 reads...
[2022-08-21 10:10:53] Parsed 17000000 reads...
[2022-08-21 10:11:01] Parsed 17050000 reads...
[2022-08-21 10:11:08] Parsed 17100000 reads...
[2022-08-21 10:11:16] Parsed 17150000 reads...
[2022-08-21 10:11:23] Parsed 17200000 reads...
[2022-08-21 10:11:31] Parsed 17250000 reads...
[2022-08-21 10:11:38] Parsed 17300000 reads...
[2022-08-21 10:11:46] Parsed 17350000 reads...
[2022-08-21 10:11:53] Parsed 17400000 reads...
[2022-08-21 10:12:01] Parsed 17450000 reads...
[2022-08-21 10:12:08] Parsed 17500000 reads...
[2022-08-21 10:12:16] Parsed 17550000 reads...
[2022-08-21 10:12:23] Parsed 17600000 reads...
[2022-08-21 10:12:30] Parsed 17650000 reads...
[2022-08-21 10:12:38] Parsed 17700000 reads...
[2022-08-21 10:12:45] Parsed 17750000 reads...
[2022-08-21 10:12:53] Parsed 17800000 reads...
[2022-08-21 10:13:00] Parsed 17850000 reads...
[2022-08-21 10:13:07] Parsed 17900000 reads...
[2022-08-21 10:13:15] Parsed 17950000 reads...
[2022-08-21 10:13:23] Parsed 18000000 reads...
[2022-08-21 10:13:30] Parsed 18050000 reads...
[2022-08-21 10:13:38] Parsed 18100000 reads...
[2022-08-21 10:13:45] Parsed 18150000 reads...
[2022-08-21 10:13:53] Parsed 18200000 reads...
[2022-08-21 10:14:00] Parsed 18250000 reads...
[2022-08-21 10:14:08] Parsed 18300000 reads...
[2022-08-21 10:14:15] Parsed 18350000 reads...
[2022-08-21 10:14:23] Parsed 18400000 reads...
[2022-08-21 10:14:31] Parsed 18450000 reads...
[2022-08-21 10:14:38] Parsed 18500000 reads...
[2022-08-21 10:14:46] Parsed 18550000 reads...
[2022-08-21 10:14:53] Parsed 18600000 reads...
[2022-08-21 10:15:01] Parsed 18650000 reads...
[2022-08-21 10:15:08] Parsed 18700000 reads...
[2022-08-21 10:15:15] Parsed 18750000 reads...
[2022-08-21 10:15:23] Parsed 18800000 reads...
[2022-08-21 10:15:30] Parsed 18850000 reads...
[2022-08-21 10:15:38] Parsed 18900000 reads...
[2022-08-21 10:15:45] Parsed 18950000 reads...
[2022-08-21 10:15:52] Parsed 19000000 reads...
[2022-08-21 10:16:00] Parsed 19050000 reads...
[2022-08-21 10:16:07] Parsed 19100000 reads...
[2022-08-21 10:16:15] Parsed 19150000 reads...
[2022-08-21 10:16:22] Parsed 19200000 reads...
[2022-08-21 10:16:30] Parsed 19250000 reads...
[2022-08-21 10:16:37] Parsed 19300000 reads...
[2022-08-21 10:16:44] Parsed 19350000 reads...
[2022-08-21 10:16:51] Parsed 19400000 reads...
[2022-08-21 10:16:59] Parsed 19450000 reads...
[2022-08-21 10:17:06] Parsed 19500000 reads...
[2022-08-21 10:17:14] Parsed 19550000 reads...
[2022-08-21 10:17:21] Parsed 19600000 reads...
[2022-08-21 10:17:29] Parsed 19650000 reads...
[2022-08-21 10:17:36] Parsed 19700000 reads...
[2022-08-21 10:17:44] Parsed 19750000 reads...
[2022-08-21 10:17:51] Parsed 19800000 reads...
[2022-08-21 10:17:58] Parsed 19850000 reads...
[2022-08-21 10:18:06] Parsed 19900000 reads...
[2022-08-21 10:18:13] Parsed 19950000 reads...
[2022-08-21 10:18:21] Parsed 20000000 reads...
[2022-08-21 10:18:29] Parsed 20050000 reads...
[2022-08-21 10:18:36] Parsed 20100000 reads...
[2022-08-21 10:18:44] Parsed 20150000 reads...
[2022-08-21 10:18:51] Parsed 20200000 reads...
[2022-08-21 10:18:58] Parsed 20250000 reads...
[2022-08-21 10:19:05] Parsed 20300000 reads...
[2022-08-21 10:19:12] Parsed 20350000 reads...
[2022-08-21 10:19:20] Parsed 20400000 reads...
[2022-08-21 10:19:27] Parsed 20450000 reads...
[2022-08-21 10:19:35] Parsed 20500000 reads...
[2022-08-21 10:19:42] Parsed 20550000 reads...
[2022-08-21 10:19:50] Parsed 20600000 reads...
[2022-08-21 10:19:57] Parsed 20650000 reads...
[2022-08-21 10:20:05] Parsed 20700000 reads...
[2022-08-21 10:20:12] Parsed 20750000 reads...
[2022-08-21 10:20:20] Parsed 20800000 reads...
[2022-08-21 10:20:27] Parsed 20850000 reads...
[2022-08-21 10:20:34] Parsed 20900000 reads...
[2022-08-21 10:20:42] Parsed 20950000 reads...
[2022-08-21 10:20:49] Parsed 21000000 reads...
[2022-08-21 10:20:57] Parsed 21050000 reads...
[2022-08-21 10:21:04] Parsed 21100000 reads...
[2022-08-21 10:21:12] Parsed 21150000 reads...
[2022-08-21 10:21:20] Parsed 21200000 reads...
[2022-08-21 10:21:27] Parsed 21250000 reads...
[2022-08-21 10:21:34] Parsed 21300000 reads...
[2022-08-21 10:21:42] Parsed 21350000 reads...
[2022-08-21 10:21:49] Parsed 21400000 reads...
[2022-08-21 10:21:57] Parsed 21450000 reads...
[2022-08-21 10:22:05] Parsed 21500000 reads...
[2022-08-21 10:22:12] Parsed 21550000 reads...
[2022-08-21 10:22:20] Parsed 21600000 reads...
[2022-08-21 10:22:27] Parsed 21650000 reads...
[2022-08-21 10:22:35] Parsed 21700000 reads...
[2022-08-21 10:22:42] Parsed 21750000 reads...
[2022-08-21 10:22:50] Parsed 21800000 reads...
[2022-08-21 10:22:57] Parsed 21850000 reads...
[2022-08-21 10:23:05] Parsed 21900000 reads...
[2022-08-21 10:23:12] Parsed 21950000 reads...
[2022-08-21 10:23:20] Parsed 22000000 reads...
[2022-08-21 10:23:27] Parsed 22050000 reads...
[2022-08-21 10:23:35] Parsed 22100000 reads...
[2022-08-21 10:23:43] Parsed 22150000 reads...
[2022-08-21 10:23:50] Parsed 22200000 reads...
[2022-08-21 10:23:57] Parsed 22250000 reads...
[2022-08-21 10:24:05] Parsed 22300000 reads...
[2022-08-21 10:24:12] Parsed 22350000 reads...
[2022-08-21 10:24:20] Parsed 22400000 reads...
[2022-08-21 10:24:27] Parsed 22450000 reads...
[2022-08-21 10:24:35] Parsed 22500000 reads...
[2022-08-21 10:24:42] Parsed 22550000 reads...
[2022-08-21 10:24:49] Parsed 22600000 reads...
[2022-08-21 10:24:57] Parsed 22650000 reads...
[2022-08-21 10:25:05] Parsed 22700000 reads...
[2022-08-21 10:25:12] Parsed 22750000 reads...
[2022-08-21 10:25:20] Parsed 22800000 reads...
[2022-08-21 10:25:27] Parsed 22850000 reads...
[2022-08-21 10:25:35] Parsed 22900000 reads...
[2022-08-21 10:25:42] Parsed 22950000 reads...
[2022-08-21 10:25:50] Parsed 23000000 reads...
[2022-08-21 10:25:57] Parsed 23050000 reads...
[2022-08-21 10:26:05] Parsed 23100000 reads...
[2022-08-21 10:26:12] Parsed 23150000 reads...
[2022-08-21 10:26:20] Parsed 23200000 reads...
[2022-08-21 10:26:27] Parsed 23250000 reads...
[2022-08-21 10:26:35] Parsed 23300000 reads...
[2022-08-21 10:26:42] Parsed 23350000 reads...
[2022-08-21 10:26:50] Parsed 23400000 reads...
[2022-08-21 10:26:57] Parsed 23450000 reads...
[2022-08-21 10:27:04] Parsed 23500000 reads...
[2022-08-21 10:27:12] Parsed 23550000 reads...
[2022-08-21 10:27:19] Parsed 23600000 reads...
[2022-08-21 10:27:27] Parsed 23650000 reads...
[2022-08-21 10:27:34] Parsed 23700000 reads...
[2022-08-21 10:27:42] Parsed 23750000 reads...
[2022-08-21 10:27:49] Parsed 23800000 reads...
[2022-08-21 10:27:57] Parsed 23850000 reads...
[2022-08-21 10:28:04] Parsed 23900000 reads...
[2022-08-21 10:28:12] Parsed 23950000 reads...
[2022-08-21 10:28:20] Parsed 24000000 reads...
[2022-08-21 10:28:29] Parsed 24050000 reads...
[2022-08-21 10:28:37] Parsed 24100000 reads...
[2022-08-21 10:28:44] Parsed 24150000 reads...
[2022-08-21 10:28:52] Parsed 24200000 reads...
[2022-08-21 10:28:59] Parsed 24250000 reads...
[2022-08-21 10:29:07] Parsed 24300000 reads...
[2022-08-21 10:29:14] Parsed 24350000 reads...
[2022-08-21 10:29:21] Parsed 24400000 reads...
[2022-08-21 10:29:29] Parsed 24450000 reads...
[2022-08-21 10:29:36] Parsed 24500000 reads...
[2022-08-21 10:29:44] Parsed 24550000 reads...
[2022-08-21 10:29:52] Parsed 24600000 reads...
[2022-08-21 10:29:59] Parsed 24650000 reads...
[2022-08-21 10:30:07] Parsed 24700000 reads...
[2022-08-21 10:30:14] Parsed 24750000 reads...
[2022-08-21 10:30:21] Parsed 24800000 reads...
[2022-08-21 10:30:29] Parsed 24850000 reads...
[2022-08-21 10:30:37] Parsed 24900000 reads...
[2022-08-21 10:30:44] Parsed 24950000 reads...
[2022-08-21 10:30:52] Parsed 25000000 reads...
[2022-08-21 10:30:59] Parsed 25050000 reads...
[2022-08-21 10:31:07] Parsed 25100000 reads...
[2022-08-21 10:31:15] Parsed 25150000 reads...
[2022-08-21 10:31:23] Parsed 25200000 reads...
[2022-08-21 10:31:30] Parsed 25250000 reads...
[2022-08-21 10:31:38] Parsed 25300000 reads...
[2022-08-21 10:31:45] Parsed 25350000 reads...
[2022-08-21 10:31:53] Parsed 25400000 reads...
[2022-08-21 10:32:01] Parsed 25450000 reads...
[2022-08-21 10:32:08] Parsed 25500000 reads...
[2022-08-21 10:32:15] Parsed 25550000 reads...
