[2022-08-21 08:06:32] Executing SamBamViz v0.0.9
[2022-08-21 08:19:59] Parsed 4500000 reads...
[2022-08-21 08:20:08] Parsed 4550000 reads...
[2022-08-21 08:20:17] Parsed 4600000 reads...
[2022-08-21 08:20:26] Parsed 4650000 reads...
[2022-08-21 08:20:35] Parsed 4700000 reads...
[2022-08-21 08:20:44] Parsed 4750000 reads...
[2022-08-21 08:20:52] Parsed 4800000 reads...
[2022-08-21 08:21:01] Parsed 4850000 reads...
[2022-08-21 08:21:10] Parsed 4900000 reads...
[2022-08-21 08:21:19] Parsed 4950000 reads...
[2022-08-21 08:21:28] Parsed 5000000 reads...
[2022-08-21 08:21:37] Parsed 5050000 reads...
[2022-08-21 08:21:46] Parsed 5100000 reads...
[2022-08-21 08:21:55] Parsed 5150000 reads...
[2022-08-21 08:22:04] Parsed 5200000 reads...
[2022-08-21 08:22:13] Parsed 5250000 reads...
[2022-08-21 08:22:22] Parsed 5300000 reads...
[2022-08-21 08:22:32] Parsed 5350000 reads...
[2022-08-21 08:22:40] Parsed 5400000 reads...
[2022-08-21 08:22:49] Parsed 5450000 reads...
[2022-08-21 08:22:58] Parsed 5500000 reads...
[2022-08-21 08:23:07] Parsed 5550000 reads...
[2022-08-21 08:23:17] Parsed 5600000 reads...
[2022-08-21 08:23:26] Parsed 5650000 reads...
[2022-08-21 08:23:35] Parsed 5700000 reads...
[2022-08-21 08:23:44] Parsed 5750000 reads...
[2022-08-21 08:23:54] Parsed 5800000 reads...
[2022-08-21 08:24:03] Parsed 5850000 reads...
[2022-08-21 08:24:12] Parsed 5900000 reads...
[2022-08-21 08:24:21] Parsed 5950000 reads...
[2022-08-21 08:24:29] Parsed 6000000 reads...
[2022-08-21 08:24:38] Parsed 6050000 reads...
[2022-08-21 08:24:47] Parsed 6100000 reads...
[2022-08-21 08:24:56] Parsed 6150000 reads...
[2022-08-21 08:25:05] Parsed 6200000 reads...
[2022-08-21 08:25:14] Parsed 6250000 reads...
[2022-08-21 08:25:23] Parsed 6300000 reads...
[2022-08-21 08:25:32] Parsed 6350000 reads...
[2022-08-21 08:25:41] Parsed 6400000 reads...
[2022-08-21 08:25:49] Parsed 6450000 reads...
[2022-08-21 08:25:58] Parsed 6500000 reads...
[2022-08-21 08:26:07] Parsed 6550000 reads...
[2022-08-21 08:26:16] Parsed 6600000 reads...
[2022-08-21 08:26:25] Parsed 6650000 reads...
[2022-08-21 08:26:33] Parsed 6700000 reads...
[2022-08-21 08:26:42] Parsed 6750000 reads...
[2022-08-21 08:26:51] Parsed 6800000 reads...
[2022-08-21 08:27:00] Parsed 6850000 reads...
[2022-08-21 08:27:08] Parsed 6900000 reads...
[2022-08-21 08:27:18] Parsed 6950000 reads...
[2022-08-21 08:27:28] Parsed 7000000 reads...
[2022-08-21 08:27:36] Parsed 7050000 reads...
[2022-08-21 08:27:45] Parsed 7100000 reads...
[2022-08-21 08:27:54] Parsed 7150000 reads...
[2022-08-21 08:28:03] Parsed 7200000 reads...
[2022-08-21 08:28:12] Parsed 7250000 reads...
[2022-08-21 08:28:22] Parsed 7300000 reads...
[2022-08-21 08:28:31] Parsed 7350000 reads...
[2022-08-21 08:28:41] Parsed 7400000 reads...
[2022-08-21 08:28:50] Parsed 7450000 reads...
[2022-08-21 08:28:59] Parsed 7500000 reads...
[2022-08-21 08:29:08] Parsed 7550000 reads...
[2022-08-21 08:29:16] Parsed 7600000 reads...
[2022-08-21 08:29:25] Parsed 7650000 reads...
[2022-08-21 08:29:34] Parsed 7700000 reads...
[2022-08-21 08:29:43] Parsed 7750000 reads...
[2022-08-21 08:29:52] Parsed 7800000 reads...
[2022-08-21 08:30:01] Parsed 7850000 reads...
[2022-08-21 08:30:09] Parsed 7900000 reads...
[2022-08-21 08:30:18] Parsed 7950000 reads...
[2022-08-21 08:30:27] Parsed 8000000 reads...
[2022-08-21 08:30:36] Parsed 8050000 reads...
[2022-08-21 08:30:45] Parsed 8100000 reads...
[2022-08-21 08:30:53] Parsed 8150000 reads...
[2022-08-21 08:31:02] Parsed 8200000 reads...
[2022-08-21 08:31:11] Parsed 8250000 reads...
[2022-08-21 08:31:19] Parsed 8300000 reads...
[2022-08-21 08:31:27] Parsed 8350000 reads...
[2022-08-21 08:31:34] Parsed 8400000 reads...
[2022-08-21 08:31:42] Parsed 8450000 reads...
[2022-08-21 08:31:50] Parsed 8500000 reads...
[2022-08-21 08:31:57] Parsed 8550000 reads...
[2022-08-21 08:32:05] Parsed 8600000 reads...
[2022-08-21 08:32:13] Parsed 8650000 reads...
[2022-08-21 08:32:21] Parsed 8700000 reads...
[2022-08-21 08:32:29] Parsed 8750000 reads...
[2022-08-21 08:32:36] Parsed 8800000 reads...
[2022-08-21 08:32:44] Parsed 8850000 reads...
[2022-08-21 08:32:52] Parsed 8900000 reads...
[2022-08-21 08:32:59] Parsed 8950000 reads...
[2022-08-21 08:33:07] Parsed 9000000 reads...
[2022-08-21 08:33:14] Parsed 9050000 reads...
[2022-08-21 08:33:22] Parsed 9100000 reads...
[2022-08-21 08:33:29] Parsed 9150000 reads...
[2022-08-21 08:33:37] Parsed 9200000 reads...
[2022-08-21 08:33:44] Parsed 9250000 reads...
[2022-08-21 08:33:52] Parsed 9300000 reads...
[2022-08-21 08:34:00] Parsed 9350000 reads...
[2022-08-21 08:34:07] Parsed 9400000 reads...
[2022-08-21 08:34:15] Parsed 9450000 reads...
[2022-08-21 08:34:22] Parsed 9500000 reads...
[2022-08-21 08:34:30] Parsed 9550000 reads...
[2022-08-21 08:34:38] Parsed 9600000 reads...
[2022-08-21 08:34:45] Parsed 9650000 reads...
[2022-08-21 08:34:53] Parsed 9700000 reads...
[2022-08-21 08:35:01] Parsed 9750000 reads...
[2022-08-21 08:35:04] Finished parsing input file
[2022-08-21 08:35:04] - Number of reads: 9772440
[2022-08-21 08:35:04]   - Unmapped: 0
[2022-08-21 08:35:04]   - Mapped: 9772440
[2022-08-21 08:35:04] - Average raw (unclipped) read length: 99.77171279639477
[2022-08-21 08:35:04]   - Unmapped: N/A
[2022-08-21 08:35:04]   - Mapped: 99.77171279639477
[2022-08-21 08:35:04] - Average clipped read length: 96.3422329530803
[2022-08-21 08:35:04]   - Unmapped: N/A
[2022-08-21 08:35:05]   - Mapped: 96.3422329530803
[2022-08-21 08:35:05] - Average insert size: N/A
[2022-08-21 08:35:05] - Average coverage: 30655.388468998728
[2022-08-21 08:35:05] Writing nucleotide counts...
[2022-08-21 08:35:05] Finished writing nucleotide counts
