[2022-08-21 13:52:18] Executing SamBamViz v0.0.9
[2022-08-21 14:07:03] Parsed 5900000 reads...
[2022-08-21 14:07:10] Parsed 5950000 reads...
[2022-08-21 14:07:18] Parsed 6000000 reads...
[2022-08-21 14:07:25] Parsed 6050000 reads...
[2022-08-21 14:07:33] Parsed 6100000 reads...
[2022-08-21 14:07:41] Parsed 6150000 reads...
[2022-08-21 14:07:48] Parsed 6200000 reads...
[2022-08-21 14:07:55] Parsed 6250000 reads...
[2022-08-21 14:08:03] Parsed 6300000 reads...
[2022-08-21 14:08:10] Parsed 6350000 reads...
[2022-08-21 14:08:19] Parsed 6400000 reads...
[2022-08-21 14:08:27] Parsed 6450000 reads...
[2022-08-21 14:08:35] Parsed 6500000 reads...
[2022-08-21 14:08:43] Parsed 6550000 reads...
[2022-08-21 14:08:50] Parsed 6600000 reads...
[2022-08-21 14:08:58] Parsed 6650000 reads...
[2022-08-21 14:09:05] Parsed 6700000 reads...
[2022-08-21 14:09:13] Parsed 6750000 reads...
[2022-08-21 14:09:21] Parsed 6800000 reads...
[2022-08-21 14:09:28] Parsed 6850000 reads...
[2022-08-21 14:09:36] Parsed 6900000 reads...
[2022-08-21 14:09:44] Parsed 6950000 reads...
[2022-08-21 14:09:51] Parsed 7000000 reads...
[2022-08-21 14:09:59] Parsed 7050000 reads...
[2022-08-21 14:10:06] Parsed 7100000 reads...
[2022-08-21 14:10:14] Parsed 7150000 reads...
[2022-08-21 14:10:22] Parsed 7200000 reads...
[2022-08-21 14:10:29] Parsed 7250000 reads...
[2022-08-21 14:10:37] Parsed 7300000 reads...
[2022-08-21 14:10:44] Parsed 7350000 reads...
[2022-08-21 14:10:52] Parsed 7400000 reads...
[2022-08-21 14:10:59] Parsed 7450000 reads...
[2022-08-21 14:11:06] Parsed 7500000 reads...
[2022-08-21 14:11:14] Parsed 7550000 reads...
[2022-08-21 14:11:22] Parsed 7600000 reads...
[2022-08-21 14:11:29] Parsed 7650000 reads...
[2022-08-21 14:11:37] Parsed 7700000 reads...
[2022-08-21 14:11:44] Parsed 7750000 reads...
[2022-08-21 14:11:51] Parsed 7800000 reads...
[2022-08-21 14:11:59] Parsed 7850000 reads...
[2022-08-21 14:12:06] Parsed 7900000 reads...
[2022-08-21 14:12:14] Parsed 7950000 reads...
[2022-08-21 14:12:21] Parsed 8000000 reads...
[2022-08-21 14:12:29] Parsed 8050000 reads...
[2022-08-21 14:12:36] Parsed 8100000 reads...
[2022-08-21 14:12:44] Parsed 8150000 reads...
[2022-08-21 14:12:52] Parsed 8200000 reads...
[2022-08-21 14:12:59] Parsed 8250000 reads...
[2022-08-21 14:13:07] Parsed 8300000 reads...
[2022-08-21 14:13:14] Parsed 8350000 reads...
[2022-08-21 14:13:22] Parsed 8400000 reads...
[2022-08-21 14:13:29] Parsed 8450000 reads...
[2022-08-21 14:13:37] Parsed 8500000 reads...
[2022-08-21 14:13:44] Parsed 8550000 reads...
[2022-08-21 14:13:52] Parsed 8600000 reads...
[2022-08-21 14:13:59] Parsed 8650000 reads...
[2022-08-21 14:14:07] Parsed 8700000 reads...
[2022-08-21 14:14:15] Parsed 8750000 reads...
[2022-08-21 14:14:22] Parsed 8800000 reads...
[2022-08-21 14:14:29] Parsed 8850000 reads...
[2022-08-21 14:14:37] Parsed 8900000 reads...
[2022-08-21 14:14:45] Parsed 8950000 reads...
[2022-08-21 14:14:52] Parsed 9000000 reads...
[2022-08-21 14:15:00] Parsed 9050000 reads...
[2022-08-21 14:15:07] Parsed 9100000 reads...
[2022-08-21 14:15:15] Parsed 9150000 reads...
[2022-08-21 14:15:22] Parsed 9200000 reads...
[2022-08-21 14:15:30] Parsed 9250000 reads...
[2022-08-21 14:15:37] Parsed 9300000 reads...
[2022-08-21 14:15:45] Parsed 9350000 reads...
[2022-08-21 14:15:52] Parsed 9400000 reads...
[2022-08-21 14:16:00] Parsed 9450000 reads...
[2022-08-21 14:16:07] Parsed 9500000 reads...
[2022-08-21 14:16:14] Parsed 9550000 reads...
[2022-08-21 14:16:22] Parsed 9600000 reads...
[2022-08-21 14:16:29] Parsed 9650000 reads...
[2022-08-21 14:16:37] Parsed 9700000 reads...
[2022-08-21 14:16:44] Parsed 9750000 reads...
[2022-08-21 14:16:52] Parsed 9800000 reads...
[2022-08-21 14:16:59] Parsed 9850000 reads...
[2022-08-21 14:17:07] Parsed 9900000 reads...
[2022-08-21 14:17:14] Parsed 9950000 reads...
[2022-08-21 14:17:22] Parsed 10000000 reads...
[2022-08-21 14:17:30] Parsed 10050000 reads...
[2022-08-21 14:17:37] Parsed 10100000 reads...
[2022-08-21 14:17:45] Parsed 10150000 reads...
[2022-08-21 14:17:53] Parsed 10200000 reads...
[2022-08-21 14:18:00] Parsed 10250000 reads...
[2022-08-21 14:18:08] Parsed 10300000 reads...
[2022-08-21 14:18:16] Parsed 10350000 reads...
[2022-08-21 14:18:23] Parsed 10400000 reads...
[2022-08-21 14:18:31] Parsed 10450000 reads...
[2022-08-21 14:18:38] Parsed 10500000 reads...
[2022-08-21 14:18:46] Parsed 10550000 reads...
[2022-08-21 14:18:53] Parsed 10600000 reads...
[2022-08-21 14:19:01] Parsed 10650000 reads...
[2022-08-21 14:19:09] Parsed 10700000 reads...
[2022-08-21 14:19:16] Parsed 10750000 reads...
[2022-08-21 14:19:24] Parsed 10800000 reads...
[2022-08-21 14:19:31] Parsed 10850000 reads...
[2022-08-21 14:19:38] Parsed 10900000 reads...
[2022-08-21 14:19:46] Parsed 10950000 reads...
[2022-08-21 14:19:53] Parsed 11000000 reads...
[2022-08-21 14:20:01] Parsed 11050000 reads...
[2022-08-21 14:20:09] Parsed 11100000 reads...
[2022-08-21 14:20:16] Parsed 11150000 reads...
[2022-08-21 14:20:24] Parsed 11200000 reads...
[2022-08-21 14:20:31] Parsed 11250000 reads...
[2022-08-21 14:20:38] Parsed 11300000 reads...
[2022-08-21 14:20:46] Parsed 11350000 reads...
[2022-08-21 14:20:53] Parsed 11400000 reads...
[2022-08-21 14:21:00] Parsed 11450000 reads...
[2022-08-21 14:21:08] Parsed 11500000 reads...
[2022-08-21 14:21:15] Parsed 11550000 reads...
[2022-08-21 14:21:23] Parsed 11600000 reads...
[2022-08-21 14:21:31] Parsed 11650000 reads...
[2022-08-21 14:21:38] Parsed 11700000 reads...
[2022-08-21 14:21:46] Parsed 11750000 reads...
[2022-08-21 14:21:53] Parsed 11800000 reads...
[2022-08-21 14:22:01] Parsed 11850000 reads...
[2022-08-21 14:22:08] Parsed 11900000 reads...
[2022-08-21 14:22:16] Parsed 11950000 reads...
[2022-08-21 14:22:23] Parsed 12000000 reads...
[2022-08-21 14:22:31] Parsed 12050000 reads...
[2022-08-21 14:22:39] Parsed 12100000 reads...
[2022-08-21 14:22:46] Parsed 12150000 reads...
[2022-08-21 14:22:54] Parsed 12200000 reads...
[2022-08-21 14:23:01] Parsed 12250000 reads...
[2022-08-21 14:23:09] Parsed 12300000 reads...
[2022-08-21 14:23:17] Parsed 12350000 reads...
[2022-08-21 14:23:25] Parsed 12400000 reads...
[2022-08-21 14:23:32] Parsed 12450000 reads...
[2022-08-21 14:23:40] Parsed 12500000 reads...
[2022-08-21 14:23:47] Parsed 12550000 reads...
[2022-08-21 14:23:55] Parsed 12600000 reads...
[2022-08-21 14:24:02] Parsed 12650000 reads...
[2022-08-21 14:24:10] Parsed 12700000 reads...
[2022-08-21 14:24:17] Parsed 12750000 reads...
[2022-08-21 14:24:25] Parsed 12800000 reads...
[2022-08-21 14:24:32] Parsed 12850000 reads...
[2022-08-21 14:24:40] Parsed 12900000 reads...
[2022-08-21 14:24:48] Parsed 12950000 reads...
[2022-08-21 14:24:55] Parsed 13000000 reads...
[2022-08-21 14:25:03] Parsed 13050000 reads...
[2022-08-21 14:25:10] Parsed 13100000 reads...
[2022-08-21 14:25:18] Parsed 13150000 reads...
[2022-08-21 14:25:26] Parsed 13200000 reads...
[2022-08-21 14:25:33] Parsed 13250000 reads...
[2022-08-21 14:25:41] Parsed 13300000 reads...
[2022-08-21 14:25:49] Parsed 13350000 reads...
[2022-08-21 14:25:56] Parsed 13400000 reads...
[2022-08-21 14:26:03] Parsed 13450000 reads...
[2022-08-21 14:26:11] Parsed 13500000 reads...
[2022-08-21 14:26:18] Parsed 13550000 reads...
[2022-08-21 14:26:26] Parsed 13600000 reads...
[2022-08-21 14:26:34] Parsed 13650000 reads...
[2022-08-21 14:26:41] Parsed 13700000 reads...
[2022-08-21 14:26:49] Parsed 13750000 reads...
[2022-08-21 14:26:57] Parsed 13800000 reads...
[2022-08-21 14:27:04] Parsed 13850000 reads...
[2022-08-21 14:27:12] Parsed 13900000 reads...
[2022-08-21 14:27:19] Parsed 13950000 reads...
[2022-08-21 14:27:27] Parsed 14000000 reads...
[2022-08-21 14:27:35] Parsed 14050000 reads...
[2022-08-21 14:27:42] Parsed 14100000 reads...
[2022-08-21 14:27:50] Parsed 14150000 reads...
[2022-08-21 14:27:58] Parsed 14200000 reads...
[2022-08-21 14:28:05] Parsed 14250000 reads...
[2022-08-21 14:28:13] Parsed 14300000 reads...
[2022-08-21 14:28:22] Parsed 14350000 reads...
[2022-08-21 14:28:31] Parsed 14400000 reads...
[2022-08-21 14:28:39] Parsed 14450000 reads...
[2022-08-21 14:28:46] Parsed 14500000 reads...
[2022-08-21 14:28:54] Parsed 14550000 reads...
[2022-08-21 14:29:02] Parsed 14600000 reads...
[2022-08-21 14:29:09] Parsed 14650000 reads...
[2022-08-21 14:29:17] Parsed 14700000 reads...
[2022-08-21 14:29:25] Parsed 14750000 reads...
[2022-08-21 14:29:33] Parsed 14800000 reads...
[2022-08-21 14:29:40] Parsed 14850000 reads...
[2022-08-21 14:29:48] Parsed 14900000 reads...
[2022-08-21 14:29:56] Parsed 14950000 reads...
[2022-08-21 14:30:03] Parsed 15000000 reads...
[2022-08-21 14:30:11] Parsed 15050000 reads...
[2022-08-21 14:30:18] Parsed 15100000 reads...
[2022-08-21 14:30:26] Parsed 15150000 reads...
[2022-08-21 14:30:34] Parsed 15200000 reads...
[2022-08-21 14:30:41] Parsed 15250000 reads...
[2022-08-21 14:30:48] Parsed 15300000 reads...
[2022-08-21 14:30:56] Parsed 15350000 reads...
[2022-08-21 14:31:03] Parsed 15400000 reads...
[2022-08-21 14:31:10] Parsed 15450000 reads...
[2022-08-21 14:31:18] Parsed 15500000 reads...
[2022-08-21 14:31:26] Parsed 15550000 reads...
[2022-08-21 14:31:34] Parsed 15600000 reads...
[2022-08-21 14:31:41] Parsed 15650000 reads...
[2022-08-21 14:31:49] Parsed 15700000 reads...
[2022-08-21 14:31:56] Parsed 15750000 reads...
[2022-08-21 14:32:03] Parsed 15800000 reads...
[2022-08-21 14:32:10] Parsed 15850000 reads...
[2022-08-21 14:32:18] Parsed 15900000 reads...
[2022-08-21 14:32:25] Parsed 15950000 reads...
[2022-08-21 14:32:33] Parsed 16000000 reads...
[2022-08-21 14:32:41] Parsed 16050000 reads...
[2022-08-21 14:32:48] Parsed 16100000 reads...
[2022-08-21 14:32:56] Parsed 16150000 reads...
[2022-08-21 14:33:04] Parsed 16200000 reads...
[2022-08-21 14:33:11] Parsed 16250000 reads...
[2022-08-21 14:33:19] Parsed 16300000 reads...
[2022-08-21 14:33:25] Parsed 16350000 reads...
[2022-08-21 14:33:33] Parsed 16400000 reads...
[2022-08-21 14:33:40] Parsed 16450000 reads...
[2022-08-21 14:33:47] Parsed 16500000 reads...
[2022-08-21 14:33:54] Parsed 16550000 reads...
[2022-08-21 14:34:00] Parsed 16600000 reads...
[2022-08-21 14:34:07] Parsed 16650000 reads...
[2022-08-21 14:34:14] Parsed 16700000 reads...
[2022-08-21 14:34:21] Parsed 16750000 reads...
[2022-08-21 14:34:27] Parsed 16800000 reads...
[2022-08-21 14:34:34] Parsed 16850000 reads...
[2022-08-21 14:34:40] Parsed 16900000 reads...
[2022-08-21 14:34:47] Parsed 16950000 reads...
[2022-08-21 14:34:54] Parsed 17000000 reads...
[2022-08-21 14:35:01] Parsed 17050000 reads...
[2022-08-21 14:35:08] Parsed 17100000 reads...
[2022-08-21 14:35:14] Parsed 17150000 reads...
[2022-08-21 14:35:21] Parsed 17200000 reads...
[2022-08-21 14:35:28] Parsed 17250000 reads...
[2022-08-21 14:35:35] Parsed 17300000 reads...
[2022-08-21 14:35:41] Parsed 17350000 reads...
[2022-08-21 14:35:48] Parsed 17400000 reads...
[2022-08-21 14:35:55] Parsed 17450000 reads...
[2022-08-21 14:36:02] Parsed 17500000 reads...
[2022-08-21 14:36:09] Parsed 17550000 reads...
[2022-08-21 14:36:15] Parsed 17600000 reads...
[2022-08-21 14:36:22] Parsed 17650000 reads...
[2022-08-21 14:36:29] Parsed 17700000 reads...
[2022-08-21 14:36:36] Parsed 17750000 reads...
[2022-08-21 14:36:41] Finished parsing input file
[2022-08-21 14:36:41] - Number of reads: 17792793
[2022-08-21 14:36:41]   - Unmapped: 0
[2022-08-21 14:36:41]   - Mapped: 17792793
[2022-08-21 14:36:41] - Average raw (unclipped) read length: 99.6809452006776
[2022-08-21 14:36:41]   - Unmapped: N/A
[2022-08-21 14:36:41]   - Mapped: 99.6809452006776
[2022-08-21 14:36:41] - Average clipped read length: 96.22531650876847
[2022-08-21 14:36:41]   - Unmapped: N/A
[2022-08-21 14:36:42]   - Mapped: 96.22531650876847
[2022-08-21 14:36:42] - Average insert size: N/A
[2022-08-21 14:36:42] - Average coverage: 55717.12661360444
[2022-08-21 14:36:42] Writing nucleotide counts...
[2022-08-21 14:36:42] Finished writing nucleotide counts
